parts,x_coords,y_coords,z_coords,labels
LEFT_SHOULDER,0.5660971999168396,0.4365691840648651,-0.11095140874385834,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.4797697961330414,0.42858096957206726,-0.10956660658121109,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.5680661201477051,0.4474862515926361,-0.48700961470603943,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.47147154808044434,0.4220861792564392,-0.4682890474796295,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5541573762893677,0.7336470484733582,0.0012061420129612088,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.48858842253685,0.7333419919013977,-0.0010077037150040269,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5660094022750854,0.4375438392162323,-0.10755841434001923,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.47974371910095215,0.42874038219451904,-0.10157717764377594,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.5680778622627258,0.44749149680137634,-0.4902750849723816,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.47131457924842834,0.4245469272136688,-0.4643552303314209,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5542334914207458,0.7412950396537781,0.0016285395249724388,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.4887548089027405,0.7402994632720947,-0.0014086703304201365,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5659706592559814,0.43613022565841675,-0.10774000734090805,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.47974562644958496,0.4286635220050812,-0.0989922359585762,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.567542314529419,0.4468781650066376,-0.4962245523929596,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.4716918468475342,0.42717936635017395,-0.46321630477905273,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5543224215507507,0.7424103617668152,0.0017375752795487642,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.4893864095211029,0.7419586181640625,-0.0015121314208954573,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5657230615615845,0.43577253818511963,-0.1068960651755333,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.4796362519264221,0.4290104806423187,-0.09355967491865158,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.567367434501648,0.4401725232601166,-0.4986724257469177,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.47176671028137207,0.42805230617523193,-0.45916542410850525,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5545910000801086,0.7474642395973206,0.0018220298225060105,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.48943787813186646,0.7466906309127808,-0.0015934233088046312,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5650798082351685,0.4378581941127777,-0.08234556019306183,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.478829562664032,0.4305056631565094,-0.08978570997714996,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.567010760307312,0.4417472779750824,-0.46335476636886597,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.47450095415115356,0.4289994239807129,-0.4564593732357025,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5542845726013184,0.7539799213409424,0.005939861759543419,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.48907971382141113,0.7548441290855408,-0.005704457871615887,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5650545358657837,0.4370931386947632,-0.08847642689943314,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.47831034660339355,0.43025916814804077,-0.08968324959278107,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.5665505528450012,0.442435622215271,-0.4776391088962555,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.4744132459163666,0.4319460690021515,-0.4552029073238373,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5542920827865601,0.7540081739425659,0.0014854853507131338,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.48908939957618713,0.7551616430282593,-0.0012653542216867208,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5649464726448059,0.43605685234069824,-0.06545200198888779,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.47804760932922363,0.4302001893520355,-0.06913824379444122,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.5665479898452759,0.4430723786354065,-0.4456860423088074,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.47455352544784546,0.4330786466598511,-0.44243860244750977,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5541487336158752,0.7556280493736267,-0.00019525873358361423,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.4889225363731384,0.7559141516685486,0.00041490327566862106,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5647222399711609,0.4341243803501129,-0.06635730713605881,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.4776625633239746,0.42944252490997314,-0.061146266758441925,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.5659657120704651,0.4432999789714813,-0.44677019119262695,FRONT ARMS RAISE HOLD
RIGHT_ELBOW,0.4744895100593567,0.4330287575721741,-0.4328765869140625,FRONT ARMS RAISE HOLD
LEFT_HIP,0.5541490316390991,0.7545738220214844,-0.0028737904503941536,FRONT ARMS RAISE HOLD
RIGHT_HIP,0.4890226721763611,0.7558972835540771,0.0030514358077198267,FRONT ARMS RAISE HOLD
LEFT_SHOULDER,0.5643755793571472,0.43257102370262146,-0.06102924793958664,FRONT ARMS RAISE HOLD
RIGHT_SHOULDER,0.4768557548522949,0.4287770688533783,-0.06241495534777641,FRONT ARMS RAISE HOLD
LEFT_ELBOW,0.5663055777549744,0.44128596782684326,-0.4397090971469879,FRONT ARMS RAISE HOLD
